555,2013-12-15 12:56:58.684906+00,2013-12-16 22:47:45.618677+00,t,f,"","",9780571238903
559,2013-12-31 00:11:10.703735+00,2013-12-31 00:11:15.82458+00,t,f,"","",9781847679468
568,2014-02-10 22:15:30.72879+00,2014-02-19 22:15:30.72879+00,t,f,"","",9780446618717
571,2014-03-14 22:40:00.113349+00,2014-04-10 22:34:08.764842+00,t,f,"","",9781841496559
574,2014-04-13 22:40:00.113349+00,2014-04-14 22:40:00.113349+00,t,f,"","",9780374534837
577,2014-04-16 22:40:00.113349+00,2014-04-17 22:40:00.113349+00,t,f,"","",9780099460824
580,2014-04-17 22:40:00.113349+00,2014-04-22 22:40:00.113349+00,t,t,"","",9780061583254
609,2014-09-08 09:50:20.716373+00,2014-09-08 12:03:04.962817+00,t,f,"","",9781782067542
612,2014-09-13 22:17:08.834712+00,2014-09-16 21:01:42.860596+00,t,f,"","",9780007480197
487,2012-05-13 13:25:02.538908+00,2012-05-13 13:25:07.689591+00,t,f,"","",9780552166751
728,2016-01-24 00:34:48.725604+00,2016-01-24 00:34:55.19139+00,t,f,audio,format-shifted,9780575132504
727,2016-01-24 00:34:13.786878+00,2016-01-26 22:37:15.130517+00,t,f,audio,format-shifted,9780575132467
729,2016-01-27 09:07:25.676401+00,2016-01-31 21:13:48.81599+00,t,f,audio,format-shifted,9780755322817
730,2016-01-31 22:45:32.30882+00,2016-01-31 22:45:32.436964+00,t,f,ebook,no,9789381626849
731,2016-02-01 22:43:16.45234+00,2016-02-05 22:02:49.317811+00,t,f,ebook,no,9780140278828
733,2016-02-13 22:52:13.479989+00,2016-02-16 22:36:05.417993+00,t,f,ebook,no,9781857230741
732,2016-02-10 00:08:28.693582+00,2016-02-11 21:12:51.030385+00,t,f,paper,no,9780099599685
721,2016-01-01 23:51:22.549247+00,2016-01-02 00:22:42.483687+00,t,f,paper,no,9781596435520
539,2013-07-17 18:20:01.84801+00,2013-07-20 18:20:02.41911+00,t,f,"","",9780385679862
486,2011-10-15 21:12:07.239207+00,2011-10-17 21:12:13.324983+00,t,f,"","",9780552166751
837,2016-12-19 23:11:00.287189+00,2016-12-22 11:49:51.24158+00,t,f,audio,format-shifted,9780312968304
647,2015-03-04 23:13:47.041955+00,2015-03-06 09:05:07.367855+00,t,f,paper,no,9780141191447
705,2015-12-06 00:13:23.258323+00,2015-12-06 00:13:23.411735+00,t,f,ebook,no,9781447256250
702,2015-11-23 21:49:23.998485+00,2015-12-06 00:13:59.466643+00,t,f,ebook,no,9781848878006
